,Name,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,New_Price,Price,Location_Ahmedabad,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
995,Mercedes-Benz A Class A180 Sport,2015,11000,15.5,1595,120.7,5.0,24.13492723492724,16.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
996,Hyundai Santro Xing GL,2008,93000,0.0,1086,62.0,5.0,24.13492723492724,1.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
997,Maruti Swift Dzire AMT ZDI,2017,24852,26.59,1248,74.0,5.0,24.13492723492724,8.08,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
998,Hyundai Grand i10 AT Asta,2014,37632,18.9,1197,82.0,5.0,24.13492723492724,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
999,Nissan Sunny 2011-2014 XV Special Edition,2013,55000,16.95,1498,97.7,5.0,24.13492723492724,4.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1000,Maruti A-Star Lxi,2010,81448,19.0,998,66.1,5.0,24.13492723492724,2.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1001,Renault KWID RXT Optional,2018,1900,25.17,799,53.3,5.0,4.8,4.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1002,Hyundai Verna 1.6 SX VTVT (O) AT,2012,54957,17.1,1591,121.4,5.0,24.13492723492724,5.37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1003,Maruti Wagon R LXI Minor,2008,55000,18.9,1061,67.0,5.0,24.13492723492724,1.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1004,BMW 3 Series 320d Sport Line,2013,21983,18.88,1995,184.0,5.0,24.13492723492724,16.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1005,BMW 5 Series 2003-2012 520d,2013,76000,18.48,1995,177.0,5.0,24.13492723492724,19.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1006,Tata Indigo CS eVX,2016,65000,25.0,1396,69.01,5.0,24.13492723492724,2.8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1007,Hyundai i20 Sportz 1.4 CRDi,2015,26000,22.54,1396,88.73,5.0,24.13492723492724,6.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1008,Maruti Omni E MPI STD BS IV,2019,11571,16.8,796,34.2,8.0,24.13492723492724,3.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1009,Maruti Swift ZDi,2014,81000,25.2,1248,74.0,5.0,24.13492723492724,6.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1010,Ford Ecosport Signature Edition Diesel,2019,23154,23.0,1498,98.96,5.0,12.12,11.65,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1011,Honda Brio VX AT,2014,26856,16.5,1198,86.8,5.0,24.13492723492724,4.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
1012,Toyota Innova Crysta 2.4 GX MT,2017,67489,13.68,2393,147.8,7.0,19.37,16.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1013,Mahindra Scorpio 2.6 LX,2008,176000,10.5,2179,120.0,8.0,24.13492723492724,4.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1014,Hyundai i20 1.2 Magna,2010,18000,18.5,1197,80.0,5.0,24.13492723492724,2.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
1015,Hyundai Verna 1.6 SX,2014,63003,22.32,1582,126.32,5.0,24.13492723492724,6.75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1016,Mahindra XUV500 W6 2WD,2014,80000,15.1,2179,140.0,7.0,24.13492723492724,9.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1017,Volkswagen Vento 1.5 TDI Comfortline,2014,56658,20.64,1498,108.5,5.0,12.14,5.39,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1018,Maruti Swift Dzire VDI Optional,2019,18592,26.59,1248,74.0,5.0,24.13492723492724,8.51,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
1019,Tata Manza Aura Safire BS IV,2010,75695,13.7,1368,88.8,5.0,24.13492723492724,1.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
1020,Maruti Swift VDI,2012,82000,22.9,1248,74.0,5.0,24.13492723492724,2.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1021,Volkswagen Polo Diesel Highline 1.2L,2013,60000,22.07,1199,73.9,5.0,24.13492723492724,4.75,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1022,Honda City 1.5 V MT,2009,138000,17.0,1497,118.0,5.0,24.13492723492724,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1023,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2014,67000,23.0,1396,90.0,5.0,24.13492723492724,5.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1024,Honda City 1.5 V MT,2012,42750,17.0,1497,118.0,5.0,24.13492723492724,6.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1025,Chevrolet Beat Diesel,2014,52398,25.44,936,57.6,5.0,24.13492723492724,2.47,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
1026,Chevrolet Spark 1.0 LS,2014,36657,16.2,995,62.1,5.0,24.13492723492724,3.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1027,Tata New Safari DICOR 2.2 EX 4x2,2011,77000,11.57,2179,138.1,7.0,24.13492723492724,3.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1028,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,85000,11.3,2987,254.8,7.0,24.13492723492724,38.75,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1029,BMW 5 Series 2003-2012 530d Highline,2008,112500,11.5,2993,235.0,5.0,24.13492723492724,7.99,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1030,Toyota Fortuner 2.8 4WD MT,2013,105072,14.24,2755,174.5,7.0,36.69,13.28,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
1031,BMW X1 sDrive 18i,2012,80000,11.25,1995,150.0,5.0,24.13492723492724,9.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
1032,Renault Captur 1.5 Diesel Platine Mono,2019,3102,20.37,1461,108.45,5.0,24.13492723492724,14.01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
1033,Hyundai Xcent 1.1 CRDi S,2016,14656,24.4,1120,71.0,5.0,24.13492723492724,6.99,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1034,BMW 3 Series 320d,2010,105000,13.2,1995,170.0,5.0,24.13492723492724,11.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1035,BMW 5 Series 2010-2013 525i,2008,61000,10.8,2497,215.0,5.0,24.13492723492724,11.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1036,Nissan Micra XE,2010,85046,18.06,1198,75.0,5.0,24.13492723492724,2.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1037,Jaguar XF 2.2 Litre Luxury,2014,48000,16.36,2179,187.7,5.0,24.13492723492724,26.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1038,Land Rover Range Rover TDV8 (Diesel),2011,55000,10.2,4367,308.0,7.0,24.13492723492724,67.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1039,Jeep Compass 1.4 Limited Option,2017,4000,16.0,1368,160.0,5.0,23.68,17.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
1040,Honda CR-V 2.4 AT,2010,94000,10.1,2354,152.0,5.0,24.13492723492724,4.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1041,Maruti Swift VXI,2013,61110,18.6,1197,85.8,5.0,24.13492723492724,4.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1042,Hyundai Xcent 1.1 CRDi S,2016,80000,24.4,1120,71.0,5.0,24.13492723492724,3.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1043,Nissan Terrano XV Premium 110 PS,2015,43190,19.01,1461,108.5,5.0,24.13492723492724,7.61,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
1044,Audi A4 35 TDI Technology,2015,45000,18.25,1968,187.74,5.0,55.61,25.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1045,Hyundai Grand i10 Asta Option,2016,44178,18.9,1197,82.0,5.0,24.13492723492724,5.88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1046,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,84415,12.99,2494,100.6,8.0,24.13492723492724,13.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1047,Hyundai i20 1.2 Magna,2015,35000,18.5,1197,80.0,5.0,24.13492723492724,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
1048,Ford EcoSport 1.5 TDCi Titanium,2013,44000,22.77,1498,98.59,5.0,24.13492723492724,4.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
1049,Honda City 1.5 S MT,2012,67635,17.0,1497,118.0,5.0,24.13492723492724,5.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1050,Ford EcoSport 1.5 Petrol Titanium Plus AT,2018,18385,14.8,1497,121.36,5.0,14.1,12.41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1051,Volkswagen Polo Diesel Highline 1.2L,2014,35000,22.07,1199,73.9,5.0,24.13492723492724,3.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
1052,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2010,49000,19.27,2143,170.0,5.0,24.13492723492724,8.95,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1053,Ford Ecosport 1.5 DV5 MT Titanium,2013,69000,22.7,1498,89.84,5.0,24.13492723492724,7.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1054,Tata Indigo GLE,2017,23228,14.4,1396,65.0,5.0,24.13492723492724,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1055,Maruti Swift Dzire LDI,2014,68462,26.59,1248,74.0,5.0,24.13492723492724,4.15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1056,Maruti S-Cross Zeta DDiS 200 SH,2016,74611,25.1,1248,88.5,5.0,13.26,7.94,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1057,Renault Duster 110PS Diesel RxZ Pack,2014,90000,19.01,1461,108.45,5.0,24.13492723492724,7.25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
1058,Maruti Wagon R VXI,2016,22000,18.9,998,67.1,5.0,24.13492723492724,3.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1059,Hyundai Santro Xing GL,2010,58163,0.0,1086,62.0,5.0,24.13492723492724,2.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1060,Chevrolet Beat Diesel LT,2011,109500,25.44,936,57.6,5.0,24.13492723492724,1.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1061,Mahindra XUV500 W4 1.99 mHawk,2017,13363,16.0,1997,140.0,7.0,24.13492723492724,12.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1062,Hyundai i10 Era 1.1,2012,51000,19.81,1086,68.05,5.0,24.13492723492724,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1063,Tata New Safari DICOR 2.2 EX 4x4,2007,103000,13.93,2179,138.0,7.0,24.13492723492724,3.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1064,Hyundai i10 Sportz,2009,43002,20.36,1197,78.9,5.0,24.13492723492724,1.92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
1065,Toyota Innova Crysta 2.8 ZX AT,2016,108000,11.36,2755,171.5,7.0,28.05,20.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1066,Skoda Laura Elegance MT,2010,82407,17.5,1896,106.0,5.0,24.13492723492724,4.25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1067,Hyundai Grand i10 Sportz,2013,29000,18.9,1197,82.0,5.0,24.13492723492724,3.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
1068,Toyota Etios Liva GD,2012,225000,23.59,1364,0.0,5.0,24.13492723492724,2.6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1069,Maruti Swift Dzire VDI,2014,45000,23.4,1248,74.0,5.0,24.13492723492724,3.85,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
1070,Hyundai i20 Asta 1.4 CRDi (Diesel),2010,93401,23.0,1396,90.0,5.0,24.13492723492724,3.48,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
1071,Ford Figo 2015-2019 1.5D Trend MT,2017,95802,25.83,1498,99.0,5.0,24.13492723492724,4.55,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1072,Maruti Ertiga VDI,2016,130000,25.47,1248,88.5,7.0,11.27,7.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
1073,Maruti Ertiga ZDI,2013,67443,20.77,1248,88.8,7.0,24.13492723492724,5.75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1074,Honda City 1.5 V AT Sunroof,2016,47681,16.8,1497,116.3,5.0,24.13492723492724,8.73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
1075,Maruti Alto LXi BSIII,2009,35000,19.7,796,46.3,5.0,24.13492723492724,1.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1076,Ford Endeavour 3.2 Titanium AT 4X4,2016,68000,10.91,3198,197.0,7.0,24.13492723492724,29.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1077,Maruti Vitara Brezza ZDi Plus,2019,34688,24.3,1248,88.5,5.0,11.2,10.49,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
1078,Porsche Boxster S tiptronic,2015,10512,8.6,2706,265.0,2.0,24.13492723492724,64.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
1079,Maruti Swift ZDi,2016,58000,22.9,1248,74.0,5.0,24.13492723492724,7.55,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
1080,Tata Zest Revotron 1.2 XT,2014,40000,17.57,1193,88.7,5.0,8.56,3.95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
1081,Hyundai i20 1.2 Sportz Option,2010,61000,17.0,1197,80.0,5.0,24.13492723492724,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1082,Skoda Fabia 1.4 TDI Active,2009,86000,19.4,1422,70.0,5.0,24.13492723492724,2.75,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
1083,Toyota Corolla Altis D-4D J,2015,45000,21.43,1364,87.2,5.0,24.13492723492724,7.35,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
1084,Volkswagen Ameo 1.2 MPI Comfortline,2017,55000,17.0,1198,73.75,5.0,24.13492723492724,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1085,Hyundai Creta 1.6 VTVT S,2016,36855,15.29,1591,121.3,5.0,24.13492723492724,8.77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1086,Hyundai i10 Magna 1.2,2013,46821,20.36,1197,78.9,5.0,24.13492723492724,3.42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1087,Chevrolet Beat LS,2015,120000,18.6,1199,76.8,5.0,24.13492723492724,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
1088,Jaguar XF 3.0 Litre S Premium Luxury,2012,29000,14.74,2993,270.9,5.0,24.13492723492724,20.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1089,Nissan Terrano XL,2014,40000,13.24,1598,102.5,5.0,24.13492723492724,5.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
1090,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,2013,60000,15.73,1968,174.33,5.0,24.13492723492724,14.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1091,Hyundai i10 Asta AT,2011,64984,16.95,1197,78.9,5.0,24.13492723492724,3.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
1092,Maruti Alto K10 VXI AGS,2015,73204,24.07,998,67.1,5.0,24.13492723492724,3.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
1093,Audi Q7 4.2 TDI Quattro Technology,2014,50000,11.33,4134,335.2,7.0,24.13492723492724,51.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1094,Maruti Vitara Brezza VDi,2017,35000,24.3,1248,88.5,5.0,9.46,6.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
1095,Hyundai EON D Lite Plus,2013,17729,21.1,814,55.2,5.0,24.13492723492724,3.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1096,Mahindra XUV300 W8 Diesel,2012,97000,20.0,1497,115.0,5.0,12.79,7.25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1097,Hyundai Verna CRDi 1.6 SX Option,2014,89614,22.0,1582,126.2,5.0,15.57,6.01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
1098,Maruti Wagon R VXI,2015,14000,18.9,998,67.1,5.0,24.13492723492724,2.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
1099,Hyundai i20 Sportz Option,2012,50000,17.0,1197,80.0,5.0,24.13492723492724,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1100,Honda City i VTEC V,2014,62505,17.4,1497,117.3,5.0,24.13492723492724,5.95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1101,Toyota Innova 2.5 V Diesel 7-seater,2011,248000,12.8,2494,102.0,7.0,24.13492723492724,9.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1102,Hyundai Verna CRDi SX,2012,94900,16.8,1493,110.0,5.0,24.13492723492724,5.35,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
1103,Tata Hexa XT,2017,55000,17.6,2179,153.86,7.0,19.86,12.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1104,Audi Q7 3.0 TDI Quattro Premium Plus,2015,53735,12.07,2967,241.4,7.0,24.13492723492724,38.94,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1105,Maruti Wagon R VXI,2008,53934,18.9,998,67.1,5.0,24.13492723492724,2.69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1106,BMW 5 Series 2013-2017 525d Luxury Line,2013,58500,17.09,1995,218.0,5.0,24.13492723492724,27.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1107,Honda Amaze EX i-Vtech,2014,48000,18.0,1198,86.7,5.0,24.13492723492724,2.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
1108,Maruti Alto 800 2016-2019 LXI,2016,24000,24.7,796,47.3,5.0,24.13492723492724,2.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
1109,Hyundai Verna 1.6 SX VTVT,2016,52001,17.01,1591,121.3,5.0,24.13492723492724,6.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
1110,Tata Tiago 1.2 Revotron XZ,2018,9565,23.84,1199,84.0,5.0,6.59,5.88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1111,Maruti Swift LXI,2013,32953,18.6,1197,85.8,5.0,24.13492723492724,4.65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
1112,Hyundai EON Era,2014,18000,21.1,814,55.2,5.0,24.13492723492724,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1113,Mercedes-Benz E-Class E 220 d,2018,20446,12.6,1950,191.34,5.0,86.97,51.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
1114,Hyundai i20 Magna 1.4 CRDi,2016,33016,22.54,1396,88.73,5.0,24.13492723492724,6.85,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1115,Toyota Etios VD,2012,48000,23.59,1364,67.05,5.0,24.13492723492724,5.25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1116,Toyota Corolla Altis Diesel D4DG,2014,72022,21.43,1364,87.2,5.0,24.13492723492724,9.23,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1117,Mini Cooper 5 DOOR D,2014,34000,20.7,1496,113.98,5.0,42.12,22.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1118,Volkswagen Polo 1.5 TDI Highline,2014,69000,20.14,1498,88.8,5.0,24.13492723492724,5.19,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1119,Skoda Superb Elegance 1.8 TSI AT,2009,108000,13.7,1798,157.75,5.0,24.13492723492724,4.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
1120,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,2013,34700,10.0,2148,170.0,5.0,24.13492723492724,24.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1121,Maruti Swift VDi BSIII W/ ABS,2015,79000,17.8,1248,75.0,5.0,24.13492723492724,5.75,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
1122,Honda City i VTEC CVT VX,2016,58197,18.0,1497,117.3,5.0,24.13492723492724,9.19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
1123,BMW 7 Series 2007-2012 740Li,2008,66000,8.45,2979,321.0,5.0,24.13492723492724,10.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
1124,Hyundai i10 Magna AT,2009,60000,19.2,1197,80.0,5.0,24.13492723492724,2.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1125,Maruti Swift Dzire VDI,2014,57000,26.59,1248,74.0,5.0,24.13492723492724,3.89,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
1126,Honda City i DTec VX,2018,45555,26.0,1498,98.6,5.0,24.13492723492724,11.73,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1127,Maruti Omni 8 Seater BSIV,2016,55137,14.0,796,35.0,5.0,24.13492723492724,3.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1128,Skoda Superb 2009-2014 Elegance 2.0 TDI MT,2014,93325,17.2,1968,138.1,5.0,24.13492723492724,14.45,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1129,Maruti Ertiga SHVS VDI,2018,38000,24.52,1248,88.5,7.0,24.13492723492724,8.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1130,Hyundai Grand i10 CRDi Magna,2016,57738,24.0,1120,70.0,5.0,24.13492723492724,5.04,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
1131,Maruti Ciaz VDi Plus SHVS,2017,38282,28.09,1248,88.5,5.0,24.13492723492724,8.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1132,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2014,64000,19.27,2143,170.0,5.0,24.13492723492724,15.65,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1133,Fiat Avventura MULTIJET Emotion,2015,32000,20.5,1248,91.72,5.0,24.13492723492724,5.65,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
1134,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,2010,83000,10.93,2497,204.0,5.0,24.13492723492724,16.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1135,Maruti Zen Estilo LXI Green (CNG),2011,76000,26.3,998,67.1,5.0,24.13492723492724,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1136,Volkswagen Vento Petrol Highline,2012,67200,15.04,1598,103.6,5.0,24.13492723492724,3.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
1137,BMW 3 Series 320d Luxury Line,2013,62655,18.88,1995,184.0,5.0,24.13492723492724,14.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
